[src-dst],min-cutsets
"[26, 44]","[[26], [44], [18, 24], [24, 49], [30, 34], [1, 18, 30], [1, 30, 37], [1, 30, 49], [9, 18, 28], [9, 28, 49], [10, 19, 28], [16, 18, 28], [16, 28, 49], [17, 18, 45], [17, 34, 45], [17, 45, 49], [18, 19, 28], [18, 30, 45], [18, 30, 47], [19, 25, 28], [19, 28, 30], [19, 28, 45], [19, 28, 49], [24, 34, 45], [30, 45, 49], [30, 47, 49]]"
"[26, 45]","[[26], [45], [30, 34], [1, 30, 37], [1, 30, 49], [30, 47, 49]]"
"[26, 46]","[[26], [46], [18, 24], [24, 49], [28, 42], [30, 34], [1, 30, 37], [1, 30, 49], [9, 24, 28], [16, 19, 24], [16, 24, 28], [16, 24, 44], [17, 18, 45], [17, 34, 45], [17, 45, 49], [18, 30, 45], [23, 24, 28], [24, 34, 45], [30, 45, 49], [30, 47, 49]]"
"[26, 47]","[[26], [47], [1, 45], [30, 34], [1, 30, 37], [1, 30, 49], [9, 34, 45], [16, 34, 45], [17, 34, 45], [18, 34, 45], [24, 34, 45], [34, 45, 49]]"
"[26, 48]","[[26], [48], [0, 14], [10, 24], [14, 24], [18, 24], [24, 49], [30, 34], [0, 10, 12], [0, 10, 28], [0, 10, 29], [1, 10, 30], [1, 14, 30], [1, 18, 30], [1, 30, 37], [1, 30, 49], [10, 17, 45], [10, 28, 42], [10, 28, 46], [10, 29, 46], [10, 30, 45], [10, 30, 47], [14, 17, 45], [14, 28, 42], [14, 28, 46], [14, 29, 46], [14, 30, 42], [14, 30, 45], [14, 30, 46], [14, 30, 47], [17, 18, 45], [17, 34, 45], [17, 45, 49], [18, 30, 45], [18, 30, 47], [19, 24, 25], [24, 25, 44], [24, 34, 45], [30, 45, 49], [30, 47, 49]]"
"[26, 49]","[[26], [49], [30, 34], [1, 30, 37], [17, 34, 45], [18, 34, 45], [24, 34, 45]]"
"[27, 28]","[[27], [28], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 25, 35], [4, 25, 39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 10, 44], [5, 12, 44], [5, 14, 44], [5, 15, 21], [5, 15, 22], [5, 22, 35], [5, 22, 38], [5, 22, 39], [5, 29, 44], [5, 35, 44], [6, 19, 21], [6, 21, 25], [6, 21, 32], [6, 21, 43], [6, 21, 44], [7, 19, 21], [7, 21, 25], [7, 21, 32], [7, 21, 43], [7, 21, 44], [10, 16, 44], [10, 21, 44], [10, 25, 44], [12, 16, 44], [12, 21, 44], [12, 25, 44], [14, 16, 44], [14, 21, 44], [14, 25, 44], [15, 19, 21], [15, 21, 25], [15, 21, 32], [15, 21, 43], [15, 21, 44], [16, 29, 44], [21, 29, 44], [21, 35, 44], [21, 38, 44], [21, 39, 44], [25, 29, 44], [25, 35, 44]]"
"[27, 29]","[[27], [29], [6, 21], [7, 21], [15, 21], [0, 12, 28], [0, 14, 28], [5, 6, 22], [5, 7, 22], [5, 15, 22], [5, 22, 38], [6, 10, 28], [6, 14, 28], [10, 28, 38], [10, 28, 48], [12, 28, 48], [14, 28, 38], [14, 28, 48], [21, 22, 38]]"
"[27, 30]","[[27], [30], [17, 45], [21, 32], [21, 43], [21, 45], [21, 49], [24, 45], [24, 49], [4, 5, 45], [4, 9, 45], [4, 16, 45], [4, 25, 45], [5, 21, 31], [5, 22, 31], [5, 22, 32], [5, 22, 43], [5, 22, 45], [5, 22, 49], [5, 31, 44], [5, 32, 44], [5, 43, 44], [5, 44, 45], [5, 44, 49], [9, 22, 45], [9, 23, 45], [9, 23, 49], [9, 28, 45], [9, 28, 49], [9, 44, 45], [9, 44, 49], [16, 22, 45], [16, 23, 45], [16, 23, 49], [16, 28, 45], [16, 28, 49], [16, 44, 45], [16, 44, 49], [18, 21, 31], [21, 25, 31], [22, 25, 45], [23, 33, 45], [23, 33, 49], [25, 31, 44], [25, 32, 44], [25, 44, 45], [25, 44, 49]]"
"[27, 31]","[[27], [31], [3, 25, 32], [4, 5, 43], [5, 13, 43], [5, 19, 43], [5, 21, 43], [5, 22, 43], [5, 25, 43], [5, 43, 44], [6, 21, 43], [7, 21, 43], [15, 21, 43], [21, 22, 43], [25, 32, 43]]"
"[27, 32]","[[27], [32], [5, 43], [6, 21, 43], [7, 21, 43], [15, 21, 43]]"
"[27, 33]","[[27], [33], [9, 21], [9, 24], [16, 21], [4, 5, 9], [4, 5, 10], [4, 5, 16], [4, 5, 35], [4, 5, 39], [4, 5, 44], [4, 9, 25], [4, 10, 25], [4, 16, 24], [4, 16, 25], [4, 25, 35], [4, 25, 39], [4, 25, 44], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 9, 22], [5, 9, 23], [5, 9, 28], [5, 9, 44], [5, 10, 22], [5, 10, 44], [5, 12, 44], [5, 14, 44], [5, 15, 21], [5, 15, 22], [5, 16, 22], [5, 16, 23], [5, 16, 28], [5, 16, 44], [5, 19, 21], [5, 19, 22], [5, 19, 28], [5, 21, 44], [5, 22, 35], [5, 22, 38], [5, 22, 39], [5, 22, 44], [5, 28, 44], [5, 29, 44], [5, 35, 44], [6, 21, 25], [6, 21, 32], [6, 21, 43], [7, 21, 25], [7, 21, 32], [7, 21, 43], [9, 18, 23], [9, 18, 28], [9, 18, 44], [9, 23, 25], [9, 23, 45], [9, 23, 49], [9, 25, 28], [9, 25, 44], [9, 28, 45], [9, 28, 49], [9, 44, 45], [9, 44, 49], [10, 25, 44], [12, 25, 44], [14, 25, 44], [15, 21, 25], [15, 21, 32], [15, 21, 43], [16, 18, 23], [16, 18, 28], [16, 18, 44], [16, 22, 24], [16, 23, 24], [16, 23, 25], [16, 23, 45], [16, 23, 49], [16, 24, 28], [16, 24, 44], [16, 25, 28], [16, 25, 44], [16, 28, 45], [16, 28, 49], [16, 44, 45], [16, 44, 49], [18, 19, 21], [18, 19, 28], [19, 21, 25], [19, 21, 32], [19, 21, 43], [19, 25, 28], [21, 25, 44], [22, 25, 44], [25, 28, 44], [25, 29, 44], [25, 35, 44]]"
"[27, 34]","[[27], [34], [21, 43], [1, 2, 49], [1, 5, 37], [1, 18, 37], [1, 21, 37], [1, 25, 37], [1, 26, 37], [1, 30, 37], [1, 37, 45], [1, 37, 49], [2, 5, 49], [2, 9, 49], [2, 16, 49], [2, 21, 32], [2, 21, 49], [2, 24, 49], [2, 25, 49], [2, 33, 49], [2, 45, 49], [2, 47, 49], [3, 21, 32], [4, 5, 43], [5, 18, 43], [5, 19, 43], [5, 22, 43], [5, 37, 49], [5, 43, 44], [5, 43, 49], [9, 37, 49], [16, 37, 49], [21, 32, 37], [21, 37, 49], [24, 37, 49], [25, 37, 49], [33, 37, 49], [37, 45, 49], [37, 47, 49]]"
"[27, 35]","[[27], [35], [4, 10, 39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 15, 21], [5, 15, 22], [5, 22, 38], [6, 21, 32], [6, 21, 43], [7, 21, 32], [7, 21, 43], [15, 21, 32], [15, 21, 43]]"
"[27, 36]","[[27], [36], [14, 38], [21, 38], [38, 48], [4, 10, 38], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 15, 21], [5, 15, 22], [5, 22, 38], [6, 14, 39], [6, 21, 32], [6, 21, 39], [6, 21, 43], [6, 39, 48], [7, 21, 32], [7, 21, 43], [10, 12, 38], [10, 22, 38], [10, 28, 38], [10, 29, 38], [10, 38, 44], [15, 21, 32], [15, 21, 43]]"
"[27, 37]","[[27], [37], [2, 49], [2, 13, 18], [5, 18, 43], [5, 21, 43], [5, 22, 43], [5, 43, 49], [6, 21, 43], [7, 21, 43], [8, 31, 49], [15, 21, 43], [21, 22, 43]]"
"[27, 38]","[[27], [38], [4, 6, 39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 15, 21], [5, 15, 22], [6, 10, 39], [6, 14, 39], [6, 21, 32], [6, 21, 39], [6, 21, 43], [6, 22, 35], [6, 39, 48], [7, 21, 32], [7, 21, 43], [7, 22, 35], [15, 21, 32], [15, 21, 43], [15, 22, 35]]"
"[27, 39]","[[27], [39], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 15, 21], [5, 15, 22], [5, 22, 38], [6, 21, 32], [6, 21, 43], [6, 22, 35], [7, 21, 32], [7, 21, 43], [7, 22, 35], [15, 21, 32], [15, 21, 43], [15, 22, 35], [22, 35, 38]]"
"[27, 40]","[[27], [40], [1, 37], [2, 49], [21, 43], [34, 37], [34, 41], [37, 49], [2, 13, 18], [2, 21, 32], [3, 21, 32], [3, 31, 49], [3, 32, 49], [4, 5, 43], [5, 13, 37], [5, 18, 43], [5, 19, 43], [5, 22, 43], [5, 31, 37], [5, 31, 41], [5, 32, 37], [5, 37, 43], [5, 41, 43], [5, 43, 44], [5, 43, 49], [8, 31, 49], [11, 31, 49], [13, 18, 37], [13, 21, 37], [13, 25, 37], [21, 31, 37], [21, 31, 41], [21, 32, 37], [25, 31, 37], [25, 31, 41], [25, 32, 37], [25, 37, 43], [31, 41, 49], [31, 43, 49], [32, 43, 49]]"
"[27, 41]","[[27], [41], [1, 37], [2, 49], [5, 37], [21, 37], [25, 37], [34, 37], [37, 49], [2, 13, 18], [3, 31, 49], [4, 5, 43], [5, 18, 43], [5, 19, 43], [5, 21, 43], [5, 22, 43], [5, 43, 44], [5, 43, 49], [6, 21, 43], [7, 21, 43], [8, 31, 49], [11, 31, 49], [13, 18, 37], [15, 21, 43], [18, 21, 43], [21, 22, 43], [21, 25, 43], [21, 43, 49], [31, 43, 49]]"
"[27, 42]","[[27], [42], [6, 21], [7, 21], [15, 21], [21, 38], [21, 46], [0, 9, 28], [0, 10, 21], [0, 16, 28], [0, 21, 28], [0, 21, 35], [0, 21, 39], [0, 21, 44], [5, 6, 22], [5, 7, 22], [5, 15, 22], [5, 22, 38], [5, 22, 46], [9, 23, 46], [9, 28, 46], [10, 21, 48], [16, 23, 46], [16, 28, 46], [21, 28, 48], [21, 35, 48], [21, 39, 48], [21, 44, 48], [23, 24, 46], [23, 33, 46]]"
"[27, 43]","[[27], [43]]"
"[27, 44]","[[27], [44], [4, 5, 10], [4, 10, 25], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 15, 21], [5, 15, 22], [5, 22, 38], [6, 21, 32], [6, 21, 43], [7, 21, 32], [7, 21, 43], [15, 21, 32], [15, 21, 43]]"
"[27, 45]","[[27], [45], [21, 32], [21, 43], [24, 49], [5, 21, 31], [5, 21, 49], [5, 22, 31], [5, 22, 32], [5, 22, 43], [5, 22, 49], [9, 21, 49], [9, 28, 49], [16, 21, 49], [16, 28, 49], [19, 21, 49], [21, 25, 31], [21, 25, 49], [21, 33, 49]]"
"[27, 46]","[[27], [46], [6, 21], [7, 21], [15, 21], [0, 9, 28], [0, 16, 28], [0, 21, 28], [0, 28, 42], [4, 21, 38], [5, 6, 22], [5, 7, 22], [5, 15, 22], [5, 22, 38], [21, 22, 38], [21, 28, 38], [21, 38, 44]]"
"[27, 47]","[[27], [47], [1, 45], [21, 32], [21, 43], [1, 21, 49], [1, 24, 49], [2, 21, 49], [2, 24, 49], [2, 45, 49], [5, 21, 31], [5, 22, 31], [5, 22, 32], [5, 22, 43], [5, 31, 44], [5, 32, 44], [5, 43, 44], [18, 21, 31], [21, 25, 31], [21, 31, 49], [21, 34, 49], [21, 37, 49], [24, 31, 49], [24, 32, 49], [24, 34, 49], [24, 37, 49], [25, 31, 44], [25, 32, 44], [31, 45, 49], [32, 45, 49], [34, 45, 49], [37, 45, 49]]"
"[27, 48]","[[27], [48], [6, 21], [7, 21], [15, 21], [0, 14, 38], [4, 14, 38], [5, 6, 22], [5, 7, 22], [5, 15, 22], [5, 22, 38], [6, 14, 22], [7, 14, 22], [10, 21, 38], [10, 28, 38], [10, 38, 44], [14, 15, 22], [14, 21, 38], [14, 22, 38], [14, 28, 38], [14, 38, 44], [21, 22, 38]]"
"[27, 49]","[[27], [49], [6, 21, 43], [7, 21, 43], [15, 21, 43], [18, 21, 43], [25, 31, 44]]"
"[28, 29]","[[28], [29]]"
"[28, 30]","[[28], [30], [17, 45], [18, 24], [24, 45], [24, 49], [16, 24, 44]]"
"[28, 31]","[[28], [31], [2, 5, 13], [2, 13, 32], [5, 13, 37], [5, 13, 49], [5, 25, 49], [13, 32, 37], [13, 32, 49], [25, 32, 49]]"
"[28, 32]","[[28], [32], [4, 5, 31], [5, 16, 44], [5, 21, 31], [5, 22, 31], [5, 31, 43], [5, 31, 44], [10, 16, 44], [12, 16, 44], [14, 16, 44], [16, 29, 44]]"
"[28, 33]","[[28], [33], [9, 24], [16, 23, 24]]"
"[28, 34]","[[28], [34], [18, 24], [24, 49], [1, 24, 37], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [16, 19, 24], [16, 24, 44], [17, 18, 45], [17, 45, 49], [18, 26, 45], [18, 30, 45], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[28, 35]","[[28], [35], [4, 10, 39], [10, 38, 44], [10, 39, 44], [10, 44, 48]]"
"[28, 36]","[[28], [36], [38, 48], [0, 14, 38], [6, 39, 48], [22, 35, 48], [22, 39, 48]]"
"[28, 37]","[[28], [37], [24, 49], [34, 49], [45, 49], [1, 23, 49], [1, 26, 49], [1, 30, 49], [9, 23, 49], [13, 18, 24], [13, 18, 45], [16, 23, 49], [18, 19, 24], [18, 19, 45], [18, 24, 25], [18, 25, 45], [23, 33, 49], [23, 47, 49], [26, 47, 49], [30, 47, 49]]"
"[28, 38]","[[28], [38], [6, 39, 48], [22, 35, 48], [22, 39, 48]]"
"[28, 39]","[[28], [39], [22, 35, 38], [22, 35, 48]]"
"[28, 40]","[[28], [40], [18, 24], [18, 45], [24, 49], [34, 37], [34, 41], [34, 49], [45, 49], [1, 24, 37], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [1, 37, 45], [16, 19, 24], [16, 19, 45], [16, 24, 44], [16, 44, 45], [26, 47, 49], [30, 47, 49]]"
"[28, 41]","[[28], [41], [18, 24], [24, 49], [34, 37], [34, 49], [1, 24, 37], [1, 26, 37], [1, 26, 49], [1, 30, 37], [1, 30, 49], [16, 24, 44], [17, 18, 45], [17, 45, 49], [18, 23, 45], [18, 26, 45], [18, 30, 45], [18, 34, 45], [23, 45, 49], [26, 45, 49], [26, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[28, 42]","[[28], [42], [23, 24, 46]]"
"[28, 43]","[[28], [43], [5, 21], [5, 22], [21, 32], [4, 5, 10], [4, 5, 35], [4, 5, 39], [4, 10, 25], [4, 22, 25], [4, 25, 35], [4, 25, 39], [5, 10, 44], [5, 12, 44], [5, 14, 44], [5, 29, 44], [5, 35, 44], [10, 16, 44], [10, 25, 44], [12, 16, 44], [12, 25, 44], [14, 16, 44], [14, 25, 44], [16, 29, 44], [25, 29, 44], [25, 35, 44]]"
"[28, 44]","[[28], [44]]"
"[28, 45]","[[28], [45], [24, 49], [13, 18, 24], [18, 19, 24], [18, 24, 25], [18, 24, 44]]"
"[28, 46]","[[28], [46]]"
"[28, 47]","[[28], [47], [1, 45], [18, 24], [18, 45], [24, 49], [45, 49], [16, 19, 45], [16, 24, 44], [16, 44, 45]]"
"[28, 48]","[[28], [48], [0, 14, 35], [0, 14, 38], [0, 14, 39], [0, 14, 44]]"
"[28, 49]","[[28], [49], [13, 18, 24], [13, 18, 45], [18, 24, 25], [18, 25, 45]]"
"[29, 30]","[[29], [30], [17, 45], [18, 24], [24, 45], [24, 49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [10, 24, 28], [10, 28, 42], [10, 28, 46], [12, 24, 28], [14, 24, 28], [14, 28, 42], [14, 28, 46]]"
"[29, 31]","[[29], [31], [10, 28], [14, 28], [0, 12, 28], [2, 5, 13], [2, 13, 32], [5, 13, 37], [5, 13, 49], [5, 25, 49], [12, 13, 28], [12, 25, 28], [12, 28, 48], [13, 32, 37], [13, 32, 49], [25, 32, 49]]"
"[29, 32]","[[29], [32], [0, 12, 28], [0, 14, 28], [4, 22, 25], [5, 10, 13], [5, 10, 25], [5, 10, 28], [5, 10, 31], [5, 12, 13], [5, 12, 25], [5, 12, 28], [5, 12, 31], [5, 13, 14], [5, 13, 21], [5, 13, 22], [5, 13, 35], [5, 13, 43], [5, 14, 25], [5, 14, 28], [5, 14, 31], [5, 21, 25], [5, 21, 31], [5, 22, 25], [5, 22, 31], [5, 25, 35], [5, 25, 43], [5, 31, 35], [5, 31, 43], [6, 10, 28], [6, 14, 28], [10, 22, 28], [10, 28, 38], [10, 28, 48], [12, 28, 48], [14, 22, 28], [14, 28, 38], [14, 28, 48]]"
"[29, 33]","[[29], [33], [9, 24], [0, 9, 28], [0, 10, 28], [0, 12, 28], [0, 14, 28], [0, 16, 28], [9, 28, 42], [9, 28, 46], [10, 28, 42], [10, 28, 46], [14, 28, 42], [14, 28, 46], [16, 23, 24], [16, 23, 42], [16, 23, 46], [16, 28, 42], [16, 28, 46]]"
"[29, 34]","[[29], [34], [18, 24], [24, 49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [1, 10, 28], [1, 12, 28], [1, 14, 28], [1, 18, 28], [1, 24, 37], [1, 26, 37], [1, 26, 49], [1, 28, 37], [1, 28, 49], [1, 30, 37], [1, 30, 49], [10, 24, 28], [10, 28, 42], [10, 28, 45], [10, 28, 46], [10, 28, 47], [12, 24, 28], [12, 28, 42], [12, 28, 45], [12, 28, 46], [12, 28, 47], [14, 24, 28], [14, 28, 42], [14, 28, 45], [14, 28, 46], [14, 28, 47], [17, 18, 45], [17, 45, 49], [18, 23, 45], [18, 26, 45], [18, 28, 45], [18, 28, 47], [18, 30, 45], [23, 45, 49], [26, 45, 49], [26, 47, 49], [28, 45, 49], [28, 47, 49], [30, 45, 49], [30, 47, 49]]"
"[29, 35]","[[29], [35], [0, 12, 28], [0, 14, 28], [4, 10, 38], [4, 10, 39], [4, 10, 48], [10, 28, 38], [10, 28, 39], [10, 28, 48], [10, 38, 44], [10, 39, 44], [10, 44, 48]]"
"[29, 36]","[[29], [36], [38, 48], [0, 12, 28], [0, 14, 28], [0, 14, 38], [6, 39, 48], [10, 28, 48], [12, 28, 48], [14, 28, 48], [22, 35, 48], [22, 39, 48]]"
"[29, 37]","[[29], [37], [1, 49], [23, 49], [24, 49], [28, 49], [34, 49], [45, 49], [47, 49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [10, 28, 42], [10, 28, 46], [13, 18, 24], [13, 18, 45], [14, 28, 42], [14, 28, 46], [18, 24, 25], [18, 25, 45]]"
"[29, 38]","[[29], [38], [0, 12, 28], [0, 14, 28], [6, 39, 48], [10, 28, 48], [12, 28, 48], [14, 28, 48], [22, 35, 48], [22, 39, 48]]"
"[29, 39]","[[29], [39], [0, 12, 28], [0, 14, 28], [10, 28, 38], [10, 28, 48], [12, 28, 48], [14, 28, 38], [14, 28, 48], [22, 35, 38], [22, 35, 48]]"
"[29, 40]","[[29], [40], [18, 24], [18, 45], [24, 49], [34, 37], [34, 41], [34, 49], [45, 49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [0, 18, 28], [0, 28, 49], [1, 10, 28], [1, 12, 28], [1, 14, 28], [1, 18, 28], [1, 23, 37], [1, 23, 49], [1, 24, 37], [1, 26, 37], [1, 26, 49], [1, 28, 37], [1, 28, 49], [1, 30, 37], [1, 30, 49], [1, 37, 45], [10, 24, 28], [10, 28, 34], [10, 28, 42], [10, 28, 45], [10, 28, 46], [10, 28, 47], [12, 24, 28], [12, 28, 34], [12, 28, 42], [12, 28, 45], [12, 28, 46], [12, 28, 47], [14, 24, 28], [14, 28, 34], [14, 28, 42], [14, 28, 45], [14, 28, 46], [14, 28, 47], [18, 28, 34], [18, 28, 42], [18, 28, 46], [18, 28, 47], [23, 47, 49], [26, 47, 49], [28, 42, 49], [28, 46, 49], [28, 47, 49], [30, 47, 49]]"
"[29, 41]","[[29], [41], [18, 24], [18, 45], [24, 49], [34, 37], [34, 49], [45, 49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [0, 18, 28], [0, 28, 49], [1, 10, 28], [1, 14, 28], [1, 18, 28], [1, 23, 37], [1, 23, 49], [1, 24, 37], [1, 26, 37], [1, 26, 49], [1, 28, 37], [1, 28, 49], [1, 30, 37], [1, 30, 49], [1, 37, 45], [10, 24, 28], [10, 28, 34], [10, 28, 42], [10, 28, 45], [10, 28, 46], [10, 28, 47], [14, 24, 28], [14, 28, 34], [14, 28, 42], [14, 28, 45], [14, 28, 46], [14, 28, 47], [18, 28, 34], [18, 28, 42], [18, 28, 46], [18, 28, 47], [23, 47, 49], [26, 47, 49], [28, 42, 49], [28, 46, 49], [28, 47, 49], [30, 47, 49]]"
"[29, 42]","[[29], [42], [0, 9, 28], [0, 10, 28], [0, 12, 28], [0, 14, 28], [0, 16, 28], [9, 23, 46], [9, 28, 46], [10, 28, 46], [14, 28, 46], [16, 23, 46], [16, 28, 46], [23, 24, 46], [23, 33, 46]]"
"[29, 43]","[[29], [43], [14, 28], [0, 12, 28], [5, 6, 21], [5, 6, 22], [5, 7, 21], [5, 7, 22], [5, 10, 21], [5, 10, 22], [5, 12, 21], [5, 12, 22], [5, 14, 21], [5, 14, 22], [5, 14, 44], [5, 15, 21], [5, 15, 22], [5, 21, 27], [5, 21, 35], [5, 21, 38], [5, 21, 39], [5, 22, 27], [5, 22, 35], [5, 22, 38], [5, 22, 39], [6, 10, 28], [6, 21, 32], [7, 21, 32], [10, 12, 28], [10, 21, 28], [10, 21, 32], [10, 22, 28], [10, 28, 38], [10, 28, 48], [12, 21, 28], [12, 21, 32], [12, 22, 28], [12, 28, 35], [12, 28, 48], [14, 16, 44], [14, 21, 32], [14, 25, 44], [15, 21, 32], [21, 27, 32], [21, 32, 35], [21, 32, 38], [21, 32, 39]]"
"[29, 44]","[[29], [44], [0, 10, 28], [0, 12, 28], [0, 14, 28], [9, 10, 28], [10, 16, 28], [10, 19, 28], [10, 28, 42], [10, 28, 46]]"
"[29, 45]","[[29], [45], [18, 24], [24, 49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [10, 24, 28], [10, 28, 42], [10, 28, 46], [12, 24, 28], [14, 24, 28], [14, 28, 42], [14, 28, 46]]"
"[29, 46]","[[29], [46], [0, 9, 28], [0, 10, 28], [0, 12, 28], [0, 14, 28], [0, 16, 28], [0, 19, 28], [0, 28, 42]]"
"[29, 47]","[[29], [47], [1, 45], [18, 24], [18, 45], [24, 49], [45, 49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [10, 24, 28], [10, 28, 42], [10, 28, 45], [10, 28, 46], [12, 24, 28], [12, 28, 45], [14, 24, 28], [14, 28, 42], [14, 28, 45], [14, 28, 46]]"
"[29, 48]","[[29], [48], [0, 12, 28], [0, 14, 28], [0, 14, 35], [0, 14, 38], [0, 14, 39], [0, 14, 44]]"
"[29, 49]","[[29], [49], [0, 10, 28], [0, 12, 28], [0, 14, 28], [10, 28, 42], [10, 28, 46], [13, 18, 24], [13, 18, 45], [14, 28, 42], [14, 28, 46], [18, 24, 25], [18, 25, 45]]"
"[30, 31]","[[30], [31], [2, 5, 13], [2, 13, 25], [2, 13, 32], [2, 24, 49], [2, 25, 49], [5, 13, 37], [9, 26, 45], [9, 34, 45], [13, 25, 37], [13, 32, 37], [16, 26, 45], [16, 34, 45], [17, 26, 45], [17, 34, 45], [24, 26, 45], [24, 34, 45], [24, 34, 49], [24, 37, 49], [25, 34, 49], [25, 37, 49], [26, 33, 45], [33, 34, 45]]"
"[30, 32]","[[30], [32], [5, 31], [2, 5, 13], [2, 24, 49], [4, 25, 31], [5, 13, 37], [5, 26, 45], [5, 34, 45], [9, 26, 45], [9, 34, 45], [16, 26, 45], [16, 34, 45], [17, 26, 45], [17, 34, 45], [24, 25, 31], [24, 26, 45], [24, 31, 49], [24, 34, 45], [24, 34, 49], [24, 37, 49], [25, 26, 45], [25, 31, 44], [25, 31, 45], [25, 34, 45]]"
"[30, 33]","[[30], [33], [9, 24], [24, 49], [9, 17, 45], [13, 18, 24], [16, 17, 45], [16, 18, 24], [16, 19, 24], [16, 23, 24], [16, 24, 28], [16, 24, 44], [16, 24, 45], [17, 18, 45], [17, 26, 45], [17, 34, 45], [17, 45, 49], [18, 19, 24], [18, 24, 25], [18, 24, 45], [24, 26, 45], [24, 34, 45]]"
"[30, 34]","[[30], [34], [1, 26, 37], [1, 26, 49], [9, 26, 45], [16, 26, 45], [17, 26, 45], [18, 26, 45], [24, 26, 45], [26, 45, 49], [26, 47, 49]]"
"[30, 35]","[[30], [35], [4, 10], [10, 44], [17, 45], [18, 24], [24, 45], [24, 49], [9, 28, 45], [10, 19, 24], [10, 19, 28], [12, 44, 45], [14, 25, 44], [14, 44, 45], [16, 28, 45], [19, 28, 45], [24, 25, 44], [28, 44, 45], [29, 44, 45]]"
"[30, 36]","[[30], [36], [17, 45], [18, 24], [24, 45], [24, 49], [38, 48], [0, 14, 38], [5, 10, 24], [6, 10, 24], [6, 35, 48], [6, 39, 48], [10, 22, 24], [10, 24, 25], [10, 24, 38], [10, 45, 48], [14, 24, 38], [19, 24, 25], [19, 24, 38], [22, 35, 48], [22, 39, 48], [24, 25, 44], [24, 38, 44], [35, 45, 48], [39, 45, 48]]"
"[30, 37]","[[30], [37], [34, 49], [1, 26, 49], [17, 26, 45], [17, 34, 45], [18, 26, 45], [18, 34, 45], [24, 26, 45], [24, 34, 45], [26, 45, 49], [26, 47, 49]]"
"[30, 38]","[[30], [38], [17, 45], [18, 24], [24, 45], [24, 49], [35, 45], [39, 45], [4, 10, 45], [5, 24, 35], [5, 24, 39], [6, 24, 39], [6, 39, 48], [9, 23, 45], [9, 28, 45], [10, 44, 45], [12, 44, 45], [14, 44, 45], [16, 23, 45], [16, 28, 45], [19, 24, 25], [19, 28, 45], [22, 24, 35], [22, 24, 39], [22, 35, 48], [22, 39, 48], [23, 33, 45], [24, 25, 35], [24, 25, 39], [24, 25, 44], [28, 44, 45], [29, 44, 45]]"
"[30, 39]","[[30], [39], [5, 35], [17, 45], [18, 24], [18, 35], [22, 35], [24, 45], [24, 49], [25, 35], [35, 45], [35, 49], [4, 5, 10], [4, 10, 18], [4, 10, 22], [4, 10, 25], [4, 10, 45], [4, 10, 49], [5, 10, 44], [9, 28, 45], [10, 18, 44], [10, 22, 44], [10, 25, 44], [10, 44, 45], [10, 44, 49], [12, 44, 45], [14, 25, 44], [14, 44, 45], [16, 28, 45], [19, 28, 45], [24, 25, 44], [28, 44, 45], [29, 44, 45]]"
"[30, 40]","[[30], [40], [34, 37], [34, 41], [34, 49], [1, 26, 37], [1, 26, 49], [9, 26, 45], [9, 34, 45], [16, 26, 45], [16, 34, 45], [17, 26, 45], [17, 34, 45], [18, 26, 45], [18, 34, 45], [24, 26, 45], [24, 34, 45], [26, 45, 49], [26, 47, 49]]"
"[30, 41]","[[30], [41], [34, 37], [34, 49], [1, 26, 37], [1, 26, 49], [9, 26, 45], [9, 34, 45], [16, 26, 45], [16, 34, 45], [17, 26, 45], [17, 34, 45], [18, 26, 45], [18, 34, 45], [24, 26, 45], [24, 34, 45], [26, 45, 49], [26, 47, 49]]"
"[30, 42]","[[30], [42], [17, 45], [18, 24], [24, 45], [24, 49], [9, 24, 28], [16, 19, 24], [16, 24, 28], [16, 24, 44], [23, 24, 28], [23, 24, 46]]"
